talent,job,label
"Talent({'German': Language(German,C2,False), 'English': Language(English,C1,False)},['backend-developer', 'full-stack-developer', 'devops-engineer'],senior,97000,apprenticeship)","Job({'German': Language(German,B2,True), 'English': Language(English,B2,False)},['full-stack-developer'],['midlevel', 'senior'],90000,apprenticeship)",True
"Talent({'German': Language(German,C2,False), 'English': Language(English,B2,False)},['frontend-developer', 'backend-developer', 'full-stack-developer'],midlevel,60000,None)","Job({'German': Language(German,C1,True), 'English': Language(English,B2,True)},['frontend-developer'],['junior', 'midlevel'],70000,None)",True
"Talent({'German': Language(German,C2,False), 'English': Language(English,C2,False)},['frontend-developer', 'backend-developer', 'c-net-developer', 'c-c-developer', 'php-developer'],midlevel,60000,master)","Job({'German': Language(German,B1,True), 'English': Language(English,B1,True)},['frontend-developer', 'backend-developer', 'full-stack-developer'],['midlevel', 'senior'],75000,None)",True
"Talent({'German': Language(German,C2,False), 'English': Language(English,C1,False), 'Spanish': Language(Spanish,B2,False)},['product-manager', 'online-marketing-manager', 'content-marketing-manager', 'social-media-marketing-manager', 'copywriter'],junior,33000,bachelor)","Job({'German': Language(German,C2,True)},['online-marketing-manager', 'content-marketing-manager'],[None, 'junior'],50000,None)",True
"Talent({'German': Language(German,C2,False), 'English': Language(English,B2,False)},['content-marketing-manager', 'online-marketing-manager', 'marketing-team-lead', 'sales-team-lead'],junior,42000,None)","Job({'German': Language(German,C2,True)},['online-marketing-manager', 'content-marketing-manager'],[None, 'junior'],50000,None)",True
"Talent({'German': Language(German,C2,False), 'English': Language(English,C2,False), 'French': Language(French,A2,False)},['product-manager', 'product-owner', 'project-manager', 'consulting', 'key-account-manager'],junior,60000,master)","Job({'German': Language(German,C2,True), 'English': Language(English,C1,True)},['product-owner'],['junior', 'midlevel'],70000,None)",True
"Talent({'German': Language(German,C2,False), 'English': Language(English,B2,False)},['frontend-developer', 'qa-engineer', 'product-owner', 'scrum-master-agile-coach', 'ui-ux-designer'],senior,75000,None)","Job({'German': Language(German,B1,True), 'English': Language(English,B1,True)},['frontend-developer', 'backend-developer', 'full-stack-developer'],['midlevel', 'senior'],75000,None)",True
"Talent({'German': Language(German,C2,False), 'English': Language(English,C2,False)},['system-engineer', 'cloud-engineer', 'product-manager', 'product-owner', 'consulting'],senior,80000,None)","Job({'German': Language(German,C2,True)},['consulting'],['midlevel', 'senior'],75000,None)",True
"Talent({'German': Language(German,C2,False), 'English': Language(English,B2,False)},['frontend-developer', 'backend-developer', 'full-stack-developer', 'ui-ux-designer', 'security'],junior,54000,master)","Job({'German': Language(German,C1,True), 'English': Language(English,B2,True)},['frontend-developer'],['junior', 'midlevel'],70000,None)",True
"Talent({'German': Language(German,C2,False), 'English': Language(English,B2,False)},['sales-team-lead', 'consulting', 'sales-manager', 'key-account-manager', 'business-development-manager'],midlevel,61000,bachelor)","Job({'German': Language(German,C2,True)},['key-account-manager', 'customer-success-manager'],['junior', 'midlevel', 'senior'],70000,None)",True
"Talent({'German': Language(German,C2,False), 'English': Language(English,B2,False)},['sales-manager', 'customer-success-manager'],midlevel,45000,apprenticeship)","Job({'German': Language(German,C1,True)},['sales-manager'],['junior', 'midlevel', 'senior'],75000,None)",True
"Talent({'German': Language(German,C2,False), 'English': Language(English,C1,False)},['sales-manager'],None,40000,apprenticeship)","Job({'German': Language(German,C2,True)},['sales-manager', 'presales-manager'],[None, 'junior'],54000,None)",True
"Talent({'English': Language(English,C2,False), 'German': Language(German,C2,False), 'Hindi': Language(Hindi,C2,False), 'Spanish': Language(Spanish,A2,False)},['data-scientist', 'machine-learning-engineer', 'data-analyst', 'business-analyst', 'project-manager'],midlevel,65000,master)","Job({'German': Language(German,C1,True)},['data-analyst'],['junior', 'midlevel', 'senior'],67000,bachelor)",True
"Talent({'German': Language(German,C2,False), 'English': Language(English,B1,False), 'Polish': Language(Polish,C2,False)},['consulting', 'sales-manager', 'key-account-manager', 'customer-success-manager'],senior,50000,apprenticeship)","Job({'German': Language(German,C2,True)},['key-account-manager', 'customer-success-manager'],['junior', 'midlevel', 'senior'],70000,None)",True
"Talent({'German': Language(German,C2,False), 'English': Language(English,C2,False)},['full-stack-developer', 'c-net-developer', 'php-developer', 'mobile-developer', 'software-architect'],senior,80000,apprenticeship)","Job({'German': Language(German,C1,True), 'English': Language(English,C1,True)},['php-developer'],['midlevel', 'senior'],80000,None)",True
"Talent({'German': Language(German,C2,False), 'English': Language(English,B2,False)},['frontend-developer'],junior,42000,apprenticeship)","Job({'German': Language(German,C1,True), 'English': Language(English,B2,True)},['frontend-developer'],['junior', 'midlevel'],70000,None)",True
"Talent({'German': Language(German,C2,False), 'English': Language(English,C1,False)},['full-stack-developer', 'php-developer', 'mobile-developer', 'cloud-engineer', 'consulting'],midlevel,80000,bachelor)","Job({'German': Language(German,C1,True), 'English': Language(English,C1,True)},['php-developer'],['midlevel', 'senior'],80000,None)",True
"Talent({'German': Language(German,C1,False), 'English': Language(English,B2,False), 'Polish': Language(Polish,C2,False), 'Russian': Language(Russian,B1,False)},['frontend-developer', 'backend-developer', 'full-stack-developer', 'java-developer'],midlevel,45000,master)","Job({'German': Language(German,C1,True), 'English': Language(English,B2,True)},['frontend-developer'],['junior', 'midlevel'],70000,None)",True
"Talent({'German': Language(German,C2,False), 'English': Language(English,C1,False)},['frontend-developer', 'backend-developer', 'full-stack-developer', 'data-scientist', 'machine-learning-engineer'],midlevel,60000,bachelor)","Job({'German': Language(German,C1,True), 'English': Language(English,B2,True)},['frontend-developer'],['junior', 'midlevel'],70000,None)",True
"Talent({'German': Language(German,C2,False), 'English': Language(English,C2,False)},['frontend-developer', 'backend-developer', 'full-stack-developer', 'php-developer', 'data-analyst'],midlevel,80000,bachelor)","Job({'German': Language(German,C1,True), 'English': Language(English,C1,False)},['backend-developer', 'full-stack-developer'],['midlevel'],80000,bachelor)",True
"Talent({'German': Language(German,C2,False), 'English': Language(English,C1,False), 'French': Language(French,B1,False), 'Spanish': Language(Spanish,A2,False)},['backend-developer', 'frontend-developer', 'full-stack-developer', 'java-developer', 'data-engineer'],junior,60000,master)","Job({'German': Language(German,C1,True)},['full-stack-developer', 'java-developer'],[None, 'junior', 'midlevel', 'senior'],82000,bachelor)",True
"Talent({'German': Language(German,C2,False), 'English': Language(English,C1,False)},['backend-developer', 'full-stack-developer', 'php-developer'],midlevel,65000,None)","Job({'German': Language(German,C1,False), 'English': Language(English,C1,True)},['php-developer'],['midlevel', 'senior'],65000,None)",True
"Talent({'English': Language(English,C1,False), 'German': Language(German,C2,False)},['frontend-developer', 'full-stack-developer', 'php-developer', 'tech-lead', 'consulting'],senior,75000,master)","Job({'German': Language(German,C1,True), 'English': Language(English,C1,True)},['php-developer'],['midlevel', 'senior'],80000,None)",True
"Talent({'German': Language(German,C2,False), 'English': Language(English,C2,False)},['frontend-developer', 'full-stack-developer', 'mobile-developer', 'cto', 'product-owner'],senior,80000,None)","Job({'German': Language(German,C1,True), 'English': Language(English,C1,True)},['mobile-developer'],['midlevel', 'senior'],77000,None)",True
"Talent({'German': Language(German,C2,False), 'English': Language(English,B2,False), 'French': Language(French,A2,False), 'Turkish': Language(Turkish,C2,False)},['consulting', 'sales-manager', 'key-account-manager', 'customer-success-manager', 'business-development-manager'],senior,68000,bachelor)","Job({'German': Language(German,C1,True)},['business-development-manager'],['midlevel', 'senior'],85000,bachelor)",True
"Talent({'German': Language(German,C2,False), 'English': Language(English,C2,False)},['backend-developer', 'c-c-developer'],midlevel,70000,master)","Job({'German': Language(German,C1,True), 'English': Language(English,C1,False)},['backend-developer', 'full-stack-developer'],['midlevel'],80000,bachelor)",True
"Talent({'German': Language(German,C2,False), 'English': Language(English,B2,False)},['sales-team-lead', 'sales-manager', 'key-account-manager'],midlevel,40000,apprenticeship)","Job({'German': Language(German,C2,True)},['key-account-manager', 'customer-success-manager'],['junior', 'midlevel', 'senior'],70000,None)",True
"Talent({'German': Language(German,C2,False), 'English': Language(English,C2,False)},['backend-developer', 'full-stack-developer', 'java-developer', 'devops-engineer', 'cloud-engineer'],midlevel,80000,bachelor)","Job({'German': Language(German,C1,True)},['full-stack-developer', 'java-developer'],[None, 'junior', 'midlevel', 'senior'],82000,bachelor)",True
"Talent({'German': Language(German,C2,False), 'English': Language(English,C2,False)},['frontend-developer', 'backend-developer', 'full-stack-developer', 'java-developer'],midlevel,80000,None)","Job({'German': Language(German,C1,True), 'English': Language(English,B2,True)},['frontend-developer'],['junior', 'midlevel'],70000,None)",True
"Talent({'German': Language(German,C2,False), 'English': Language(English,B2,False), 'Spanish': Language(Spanish,A1,False), 'Dutch': Language(Dutch,A1,False)},['java-developer', 'consulting'],midlevel,60000,bachelor)","Job({'German': Language(German,C1,True), 'English': Language(English,B2,True)},['consulting'],['junior', 'midlevel'],55000,apprenticeship)",True
"Talent({'German': Language(German,C2,False), 'English': Language(English,C1,False)},['frontend-developer', 'mobile-developer'],junior,50000,None)","Job({'German': Language(German,C1,True), 'English': Language(English,B2,True)},['frontend-developer'],['junior', 'midlevel'],70000,None)",True
"Talent({'German': Language(German,C2,False), 'English': Language(English,C1,False)},['frontend-developer', 'backend-developer', 'full-stack-developer', 'mobile-developer'],junior,42000,apprenticeship)","Job({'German': Language(German,C1,True), 'English': Language(English,B2,True)},['frontend-developer'],['junior', 'midlevel'],70000,None)",True
"Talent({'German': Language(German,C2,False), 'English': Language(English,C2,False), 'French': Language(French,A1,False), 'Spanish': Language(Spanish,A1,False)},['frontend-developer', 'full-stack-developer', 'mobile-developer', 'product-owner', 'consulting'],midlevel,70000,master)","Job({'German': Language(German,C1,True)},['full-stack-developer', 'java-developer'],[None, 'junior', 'midlevel', 'senior'],82000,bachelor)",True
"Talent({'German': Language(German,C2,False), 'English': Language(English,C1,False), 'Turkish': Language(Turkish,C2,False), 'French': Language(French,A2,False)},['full-stack-developer', 'c-net-developer', 'ui-ux-designer', 'data-scientist', 'data-analyst'],junior,65000,bachelor)","Job({'German': Language(German,C1,True)},['full-stack-developer', 'java-developer'],[None, 'junior', 'midlevel', 'senior'],82000,bachelor)",True
